注意（必ずお読みください）
この CSV は Claude が公式サイト等から作成した「下書き（たたき台）」です。確定データではありません。
- jan（JANコード）は信頼できる一覧が公開されておらず、誤りを避けるため原則 空欄にしています。実物のバーコードを読み取って各自で埋めてください。
- color_key（色系統）は色名から Claude が推定した目安です。実際の色味で適宜直してください。
- needs_check 列が yes の行は、特に確認が必要な箇所です。
- ファレホは公式カタログ（Catalogo 2026 R02）から番号・英語名を抽出して収録しました（Model Color / Model Air / Mecha Color / Game Color / Metal Color の単色、計666色）。note にカタログのページ番号を記載しています。
- True Metallic Metal / Game Air / Panzer Aces / Xpress Color / Premium Color / Liquid Gold は今回のカタログから確実に抽出できなかったため、シリーズ枠のみ残しています（name が「（...）」の行は取込時にスキップ。色を足すには行を複製し name と code を実物に書き換え）。
- 日本語名を取り込みたい場合は、ヘッダに name_ja 列を足し、各行に日本語名を書いてください（任意）。空欄や列なしの場合は英語名で表示します。
- name_ja（日本語名）は、英語名をきれいにカタカナ化できた色にだけ自動で入れた「参考の読み」です。公式の日本語名ではありません。固有色名を含むものは空欄（英語名で表示）にしています。公式名が分かるものは上書きしてください。
- Game Air（76.xxx・51色）は CC298 Game Air R02 の対応表から追加しました。
- Gaahleri（84色）は公式サイトの商品ページ（色見本・日本語名つき）から収録しました。hexは色見本からの目安、日本語名は公式表記です。JANは未収録。
- 採番規則：Model Color=70.xxx / Model Air=71.xxx / Mecha Color=69.xxx / Game Color=72.xxx / Game Air=72.7xx中心 / Metal Color=77.7xx / Panzer Aces=70.3xx / True Metallic Metal・Xpress Color・Premium Color・Liquid Gold=手元のボトルで要確認

maker,series,name,name_ja,code,jan,color_key,hex,needs_check,note
Vallejo,Model Air,IJA Khaki Brown,,71.287,,green,#6d5c44,no,Catalogo 2026 R02 p29
Vallejo,Model Air,UK BSC Portl. Stone,,71.288,,other,#ccbd94,no,Catalogo 2026 R02 p29
Vallejo,Model Air,US Dark Green,,71.289,,green,#595a48,no,Catalogo 2026 R02 p29
Vallejo,Model Air,US Earth Brown,,71.290,,brown,#60544a,no,Catalogo 2026 R02 p29
Vallejo,Model Air,US Earth Yellow,,71.291,,yellow,#b98e5f,no,Catalogo 2026 R02 p29
Vallejo,Model Air,US Loam,,71.292,,other,#53554c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,US Earth Red,,71.293,,red,#7d6150,no,Catalogo 2026 R02 p29
Vallejo,Model Air,US Forest Green,,71.294,,green,#555548,no,Catalogo 2026 R02 p29
Vallejo,Model Air,USN Sea Blue,,71.295,,blue,#44474d,no,Catalogo 2026 R02 p29
Vallejo,Model Air,USAAF Light Gray,,71.296,,gray,#bdbbad,no,Catalogo 2026 R02 p29
Vallejo,Model Air,JGSD Brown 3606,,71.297,,brown,#6b6158,no,Catalogo 2026 R02 p29
Vallejo,Model Air,M495 Light Gray,,71.298,,gray,#9d9988,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Intermediate Blue,インターミディエイトブルー,71.299,,blue,#5d6a76,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Glossy Sea Blue,,71.300,,blue,#272d35,no,Catalogo 2026 R02 p29
Vallejo,Model Air,AMT-4 Cam. Green,,71.301,,green,#675f41,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Sky Type S,,71.302,,other,#a2a48f,no,Catalogo 2026 R02 p29
Vallejo,Model Air,A-24M Cam. Green,,71.303,,green,#595a48,no,Catalogo 2026 R02 p29
Vallejo,Model Air,AMT-11 Blue Grey,,71.304,,gray,#5c6067,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Interior Grey Green,,71.305,,gray,#96a28e,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Sky Blue,スカイブルー,71.306,,blue,#cbd9db,no,Catalogo 2026 R02 p29
Vallejo,Model Air,AMT-12 Dark Grey,,71.308,,gray,#474950,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Dark Slate Grey,,71.309,,gray,#575643,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJN Deep Dark Green,,71.310,,green,#384f4e,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJN Ash Grey,,71.311,,gray,#8a826e,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Dark Mediterr. Blue,,71.313,,blue,#29384f,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Seaplane Gray,,71.314,,gray,#585857,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Tire Black,,71.315,,black,#464845,no,Catalogo 2026 R02 p29
Vallejo,Model Air,N. Dark Olive Drab,,71.316,,green,#514a30,no,Catalogo 2026 R02 p29
Vallejo,Model Air,AII SV. Gol Light Blue,,71.317,,blue,#7ac6da,no,Catalogo 2026 R02 p29
Vallejo,Model Air,AMT-7 Greyish Blue,,71.318,,gray,#628b9c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,A-28M Greyish Blue,,71.319,,gray,#70a098,no,Catalogo 2026 R02 p29
Vallejo,Model Air,AMT-1 Light Grey. Brown,,71.320,,gray,#958b7e,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJA Light Grey Green,,71.321,,gray,#a5ab96,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJN Black Green,,71.322,,black,#424c3e,no,Catalogo 2026 R02 p29
Vallejo,Model Air,BS Dark Earth,,71.323,,brown,#705d43,no,Catalogo 2026 R02 p29
Vallejo,Model Air,BS Dark Green,,71.324,,green,#484735,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJN Dark Black Green,,71.325,,black,#474844,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IJA Grey Green,,71.326,,gray,#bcb49c,no,Catalogo 2026 R02 p29
Vallejo,Model Air,IAF Sand,,71.327,,brown,#bcad97,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Light Blue,ライトブルー,71.328,,blue,#c4cbbe,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Green,グリーン,71.329,,green,#656c62,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Cockpit Emer. G.“Faded”,,71.331,,other,#449886,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Underside Blue “Faded”,,71.332,,blue,#89b0c5,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Blue,,71.333,,blue,#008fb9,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Flanker Light Blue,,71.334,,blue,#b1c9c3,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Flanker Light Gray,,71.335,,gray,#9ba6a1,no,Catalogo 2026 R02 p29
Vallejo,Model Air,A-14 Steel Grey,,71.336,,gray,#69706f,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Flanker Blue,,71.337,,blue,#90aeb8,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Grey Blue,,71.338,,gray,#a0acaa,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Grey N.3,,71.339,,gray,#888e8d,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Grey Green,グレーグリーン,71.340,,gray,#797e78,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Green Grey,グリーングレー,71.341,,gray,#5b6558,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Light Blue,,71.342,,blue,#a9c9c4,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Grey N.7,,71.343,,gray,#6f98af,no,Catalogo 2026 R02 p29
Vallejo,Model Air,R. AF Grey Protec. Coat,,71.344,,gray,#b4ced5,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Grey N.8,,71.345,,gray,#a0b4c2,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Grey N.4,,71.346,,gray,#aca894,no,Catalogo 2026 R02 p29
Vallejo,Model Air,Russian AF Dark Green,,71.347,,green,#4e4939,no,Catalogo 2026 R02 p29
Vallejo,Model Air,USAF Tan,,71.348,,brown,#c1976b,no,Catalogo 2026 R02 p29
Vallejo,Game Color,Dead White,デッドホワイト,72.001,,white,#ffffff,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Pale Flesh,ペールフレッシュ,72.003,,brown,#ce9a7a,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Elf Skin Tone,エルフスキントーン,72.004,,other,#c47e52,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Moon Yellow,ムーンイエロー,72.005,,yellow,#ededed,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Sun Yellow,サンイエロー,72.006,,yellow,#f49405,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Gold Yellow,ゴールドイエロー,72.007,,metal,#e77712,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Orange Fire,オレンジファイア,72.008,,orange,#e9531d,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Hot Orange,,72.009,,orange,#d8311d,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Bloody Red,ブラッディレッド,72.010,,red,#d41d1b,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Gory Red,,72.011,,red,#611715,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Scarlet Red,スカーレットレッド,72.012,,red,#581a22,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Squid Pink,スクイッドピンク,72.013,,pink,#cb6f9e,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Warlord Purple,ウォーロードパープル,72.014,,purple,#7e223e,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Hexed Lichen,,72.015,,other,#351939,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Royal Purple,ロイヤルパープル,72.016,,purple,#251930,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Night Blue,ナイトブルー,72.019,,blue,#ededed,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Imperial Blue,インペリアルブルー,72.020,,blue,#132032,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Magic Blue,マジックブルー,72.021,,blue,#133d7d,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Ultramarine Blue,,72.022,,blue,#1b224b,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Electric Blue,エレクトリックブルー,72.023,,blue,#006c88,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Turquoise,ターコイズ,72.024,,blue,#004145,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Foul Green,,72.025,,green,#156d53,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Jade Green,ジェイドグリーン,72.026,,green,#004938,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Scurvy Green,スカービーグリーン,72.027,,green,#003426,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Dark Green,ダークグリーン,72.028,,green,#122418,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Sick Green,,72.029,,green,#3b5b33,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Goblin Green,,72.030,,green,#43502a,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Camoufl age Green,,72.031,,green,#6e6128,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Scorpy Green,スコーピーグリーン,72.032,,green,#427a33,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Bone White,ボーンホワイト,72.034,,white,#b49b6d,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Dead Flesh,デッドフレッシュ,72.035,,brown,#937f3a,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Bronze Brown,ブロンズブラウン,72.036,,metal,#985b1b,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Scrofulous Brown,,72.038,,brown,#a85e17,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Plague Brown,,72.039,,brown,#8f5e24,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Leather Brown,レザーブラウン,72.040,,brown,#4f3413,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Parasite Brown,パラサイトブラウン,72.042,,brown,#6f3c1a,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Beasty Brown,ビースティブラウン,72.043,,brown,#55381d,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Dark Flesh Tone,ダークフレッシュトーン,72.044,,brown,#411f15,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Charred Brown,チャードブラウン,72.045,,red,#281a14,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Wolf Grey,ウルフグレー,72.047,,gray,#95b4bb,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Sombre Grey,ソンブルグレー,72.048,,gray,#373e45,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Stonewall Grey,ストーンウォールグレー,72.049,,gray,#615e5b,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Neutral Grey,ニュートラルグレー,72.050,,gray,#484744,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Black,ブラック,72.051,,black,#000000,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Silver,シルバー,72.052,,metal,#c3c8c9,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Chainmail,チェインメイル,72.053,,other,#adb2b6,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Dark Gunmetal,ダークガンメタル,72.054,,metal,#909194,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Polished Gold,,72.055,,metal,#ecc752,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Glorious Gold,,72.056,,metal,#dfa35a,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Bright Bronze,ブライトブロンズ,72.057,,metal,#b87d3f,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Brassy Brass,,72.058,,metal,#bf8766,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Hammered Copper,,72.059,,metal,#957460,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Tinny Tin,,72.060,,other,#7d604f,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Khaki,カーキ,72.061,,green,#776247,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Earth,アース,72.062,,brown,#563d25,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Desert Yellow,デザートイエロー,72.063,,yellow,#7b5b2c,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Tan,タン,72.066,,brown,#7d4c3e,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Cayman Green,,72.067,,green,#41391a,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Barbarian Skin,バーバリアンスキン,72.071,,other,#785a3f,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Alien Purple,エイリアンパープル,72.076,,purple,#53417c,no,Catalogo 2026 R02 p52
Vallejo,Game Color,White,ホワイト,72.082,,white,#ffffff,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Magenta,マゼンタ,72.083,,purple,#9b2242,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Dark Turquoise,ダークターコイズ,72.084,,blue,#043e3d,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Yellow,イエロー,72.085,,yellow,#e99c12,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Red,レッド,72.086,,red,#a71521,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Violet,バイオレット,72.087,,purple,#49315e,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Blue,ブルー,72.088,,blue,#153768,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Green,グリーン,72.089,,green,#007033,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Black Green,ブラックグリーン,72.090,,black,#253b2b,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Sepia,,72.091,,brown,#342613,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Skin,スキン,72.093,,other,#452118,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Black,ブラック,72.094,,black,#000000,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Glacier Blue,,72.095,,blue,#b7d0ec,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Verdigris,,72.096,,other,#86c7aa,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Elfi c Flesh,,72.098,,brown,#f1d5a3,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Skin Tone,スキントーン,72.099,,other,#e4ac84,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Rosy Flesh,ロージーフレッシュ,72.100,,brown,#e17262,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Off-White,オフホワイト,72.101,,white,#ffefb8,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Steel Grey,スチールグレー,72.102,,gray,#4a5a62,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Fluorescent Yellow,,72.103,,yellow,#ededed,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Fluorescent Green,,72.104,,green,#ededed,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Scarlet Blood,,72.106,,red,#ac1f1d,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Athena Skin,アテナスキン,72.107,,other,#b46354,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Succubus Skin,,72.108,,other,#73423b,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Toxic Yellow,トキシックイエロー,72.109,,yellow,#e2c33a,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Nocturnal Red,ノクターナルレッド,72.111,,red,#551d22,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Evil Red,,72.112,,red,#451f25,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Deep Magenta,ディープマゼンタ,72.113,,purple,#4a1b2f,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Lustful Purple,ラストフルパープル,72.114,,purple,#7d6092,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Grunge Brown,グランジブラウン,72.115,,brown,#69361c,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Midnight Purple,ミッドナイトパープル,72.116,,purple,#251531,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Elfi c Blue,,72.117,,blue,#3d5474,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Sunrise Blue,サンライズブルー,72.118,,blue,#60b8e0,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Aquamarine,アクアマリン,72.119,,other,#007c74,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Abyssal Turquoise,アビサルターコイズ,72.120,,blue,#132332,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Ghost Green,ゴーストグリーン,72.121,,green,#5bb889,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Bile Green,バイルグリーン,72.122,,green,#d5d900,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Angel Green,エンジェルグリーン,72.123,,green,#233822,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Gorgon Brown,,72.124,,brown,#3e2317,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Dirty Grey,,72.145,,gray,#493d20,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Warm Grey,,72.148,,gray,#80655e,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Charcoal,チャコール,72.155,,other,#18170f,no,Catalogo 2026 R02 p52
Vallejo,Game Color,Fluorescent Orange,,72.156,,orange,#ededed,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Fluorescent Red,,72.157,,red,#e42e3e,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Fluorescent Magenta,,72.158,,purple,#ededed,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Fluorescent Violet,,72.159,,purple,#6e257a,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Fluorescent Blue,,72.160,,blue,#ededed,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Fluorescent Cold Green,,72.161,,green,#00604d,no,Catalogo 2026 R02 p53
Vallejo,Game Color,Tones,,72.187,,other,#ffffff,no,Catalogo 2026 R02 p55
Vallejo,Game Color,and Metal,,72.189,,metal,#ededed,no,Catalogo 2026 R02 p56
Vallejo,Game Color,Color Inks,,72.296,,other,#ededed,no,Catalogo 2026 R02 p55
Vallejo,Game Color,Templar White,,72.401,,white,#93a09e,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Dwarf Skin,ドワーフスキン,72.402,,other,#542c23,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Imperial Yellow,インペリアルイエロー,72.403,,yellow,#ee911c,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Nuclear Yellow,,72.404,,yellow,#ededed,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Martian Orange,,72.405,,orange,#b6351d,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Plasma Red,,72.406,,red,#8d2621,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Velvet Red,,72.407,,red,#ededed,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Cardinal Purple,,72.408,,purple,#b01e29,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Deep Purple,ディープパープル,72.409,,purple,#542330,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Gloomy Violet,,72.410,,purple,#33243b,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Mystic Blue,,72.411,,blue,#272e5a,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Storm Blue,,72.412,,blue,#ededed,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Omega Blue,,72.413,,blue,#312741,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Caribbean Turquoise,,72.414,,blue,#1a3d4e,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Orc Skin,オークスキン,72.415,,other,#425b2d,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Troll Green,,72.416,,green,#004c2b,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Snake Green,,72.417,,green,#ededed,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Lizard Green,,72.418,,green,#1e2a21,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Plague Green,,72.419,,green,#383b23,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Wasteland Brown,,72.420,,brown,#412b1e,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Copper Brown,カッパーブラウン,72.421,,metal,#3f231f,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Space Grey,,72.422,,gray,#2f4f51,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Black Lotus,,72.423,,black,#14100a,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Mummy White,,72.449,,white,#8a6f52,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Bag of Bones,バッグボーンズ,72.450,,other,#876237,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Khaki Drill,,72.451,,green,#855d2d,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Rotten Flesh,,72.452,,brown,#554622,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Military Yellow,ミリタリーイエロー,72.453,,yellow,#5b381d,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Desert Ochre,デザートオーカー,72.454,,brown,#693318,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Chameleon Orange,,72.455,,orange,#ededed,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Wicked Purple,,72.456,,purple,#4c3f43,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Fairy Skin,フェアリースキン,72.457,,other,#a35b50,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Demonic Skin,デモニックスキン,72.458,,other,#6a2f32,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Fluid Pink,,72.459,,pink,#872a6a,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Twilight Rose,,72.460,,pink,#45293b,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Vampiric Purple,,72.461,,purple,#38254b,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Starship Steel,,72.462,,metal,#2d4f53,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Iceberg Grey,,72.463,,gray,#363d4c,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Wagram Blue,,72.464,,blue,#133144,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Forest Green,,72.465,,green,#033f22,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Armor Green,,72.466,,green,#102c26,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Camoufl age Green,,72.467,,green,#383224,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Commando Green,,72.468,,green,#192b2f,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Landser Grey,,72.469,,gray,#332e2d,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Zombie Flesh,,72.470,,brown,#5b4640,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Tanned Skin,,72.471,,brown,#502722,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Mahogany,マホガニー,72.472,,other,#392824,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Battledress Brown,,72.473,,brown,#382e25,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Willow Bark,ウィローバーク,72.474,,other,#271e1a,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Muddy Ground,マッディグラウンド,72.475,,other,#281e18,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Greasy Black,,72.476,,black,#2a2220,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Dreadnought Yellow,,72.477,,yellow,#bf6213,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Phoenix Orange,,72.478,,orange,#932310,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Legacy Blue,,72.480,,blue,#221d3f,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Heretic Turquoise,,72.481,,blue,#013937,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Monastic Green,,72.482,,green,#002f2c,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Viking Grey,,72.483,,gray,#24353d,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Hospitallier Black,,72.484,,black,#14100f,no,Catalogo 2026 R02 p68
Vallejo,Game Color,Vomit,,72.600,,other,#f6b030,no,Catalogo 2026 R02 p52
Vallejo,Metal Color,Aluminium,アルミニウム,77.701,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Duraluminium,,77.702,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Dark Aluminium,ダークアルミニウム,77.703,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Pale Burnt Metal,ペールバーントメタル,77.704,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,White Aluminium,ホワイトアルミニウム,77.706,,white,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Chrome,クローム,77.707,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Copper,カッパー,77.710,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Magnesium,マグネシウム,77.711,,other,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Steel,スチール,77.712,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Dull Aluminium,,77.717,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Gunmetal Grey,ガンメタルグレー,77.720,,gray,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Burnt Iron,バーントアイアン,77.721,,other,,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Exhaust Manifold,,77.723,,other,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Silver,シルバー,77.724,,metal,#ededed,no,Catalogo 2026 R02 p44
Vallejo,Metal Color,Gold,ゴールド,77.725,,metal,,no,Catalogo 2026 R02 p44
Vallejo,Game Air,Dead White,デッドホワイト,76.001,,white,#ffffff,no,CC298 Game Air R02
Vallejo,Game Air,Bone White,ボーンホワイト,76.034,,white,#af976b,no,CC298 Game Air R02
